as_of_date,sector,signal,observations,ic
2019-01-31,Information Technology,average_dollar_volume_20d_sector_neutral,8,0.3571428571428572
2019-02-28,Information Technology,average_dollar_volume_20d_sector_neutral,8,0.3571428571428572
2019-03-29,Information Technology,average_dollar_volume_20d_sector_neutral,8,-0.4285714285714286
2019-04-30,Information Technology,average_dollar_volume_20d_sector_neutral,8,-0.04761904761904763
2019-05-31,Information Technology,average_dollar_volume_20d_sector_neutral,8,0.14285714285714288
2019-06-28,Information Technology,average_dollar_volume_20d_sector_neutral,8,0.19047619047619052
2019-07-31,Information Technology,average_dollar_volume_20d_sector_neutral,8,0.4047619047619048
2019-08-30,Information Technology,average_dollar_volume_20d_sector_neutral,8,0.19047619047619052
2019-09-30,Information Technology,average_dollar_volume_20d_sector_neutral,8,0.3571428571428572
2019-10-31,Information Technology,average_dollar_volume_20d_sector_neutral,8,0.3333333333333334
2019-11-29,Information Technology,average_dollar_volume_20d_sector_neutral,8,0.5952380952380953
2019-12-31,Information Technology,average_dollar_volume_20d_sector_neutral,8,0.7380952380952381
2014-01-31,Materials,average_dollar_volume_20d_sector_neutral,2,
2014-02-28,Materials,average_dollar_volume_20d_sector_neutral,2,
2014-03-31,Materials,average_dollar_volume_20d_sector_neutral,2,
2014-04-30,Materials,average_dollar_volume_20d_sector_neutral,2,
2014-05-30,Materials,average_dollar_volume_20d_sector_neutral,2,
2014-06-30,Materials,average_dollar_volume_20d_sector_neutral,2,
2014-07-31,Materials,average_dollar_volume_20d_sector_neutral,2,
2014-08-29,Materials,average_dollar_volume_20d_sector_neutral,2,
2014-09-30,Materials,average_dollar_volume_20d_sector_neutral,2,
2014-10-31,Materials,average_dollar_volume_20d_sector_neutral,2,
2014-11-28,Materials,average_dollar_volume_20d_sector_neutral,2,
2014-12-31,Materials,average_dollar_volume_20d_sector_neutral,2,
2015-01-30,Materials,average_dollar_volume_20d_sector_neutral,2,
2015-02-27,Materials,average_dollar_volume_20d_sector_neutral,2,
2015-03-31,Materials,average_dollar_volume_20d_sector_neutral,2,
2015-04-30,Materials,average_dollar_volume_20d_sector_neutral,2,
2015-05-29,Materials,average_dollar_volume_20d_sector_neutral,2,
2015-06-30,Materials,average_dollar_volume_20d_sector_neutral,2,
2015-07-31,Materials,average_dollar_volume_20d_sector_neutral,2,
2015-08-31,Materials,average_dollar_volume_20d_sector_neutral,2,
2015-09-30,Materials,average_dollar_volume_20d_sector_neutral,2,
2015-10-30,Materials,average_dollar_volume_20d_sector_neutral,2,
2015-11-30,Materials,average_dollar_volume_20d_sector_neutral,2,
2015-12-31,Materials,average_dollar_volume_20d_sector_neutral,2,
2016-01-29,Materials,average_dollar_volume_20d_sector_neutral,2,
2016-02-29,Materials,average_dollar_volume_20d_sector_neutral,2,
2016-03-31,Materials,average_dollar_volume_20d_sector_neutral,2,
2016-04-29,Materials,average_dollar_volume_20d_sector_neutral,2,
2016-05-31,Materials,average_dollar_volume_20d_sector_neutral,2,
2016-06-30,Materials,average_dollar_volume_20d_sector_neutral,2,
2016-07-29,Materials,average_dollar_volume_20d_sector_neutral,2,
2016-08-31,Materials,average_dollar_volume_20d_sector_neutral,2,
2016-09-30,Materials,average_dollar_volume_20d_sector_neutral,2,
2016-10-31,Materials,average_dollar_volume_20d_sector_neutral,2,
2016-11-30,Materials,average_dollar_volume_20d_sector_neutral,2,
2016-12-30,Materials,average_dollar_volume_20d_sector_neutral,2,
2017-01-31,Materials,average_dollar_volume_20d_sector_neutral,2,
2017-02-28,Materials,average_dollar_volume_20d_sector_neutral,2,
2017-03-31,Materials,average_dollar_volume_20d_sector_neutral,2,
2017-04-28,Materials,average_dollar_volume_20d_sector_neutral,2,
2017-05-31,Materials,average_dollar_volume_20d_sector_neutral,2,
2017-06-30,Materials,average_dollar_volume_20d_sector_neutral,2,
2017-07-31,Materials,average_dollar_volume_20d_sector_neutral,2,
2017-08-31,Materials,average_dollar_volume_20d_sector_neutral,2,
2017-09-29,Materials,average_dollar_volume_20d_sector_neutral,2,
2017-10-31,Materials,average_dollar_volume_20d_sector_neutral,2,
2017-11-30,Materials,average_dollar_volume_20d_sector_neutral,2,
2017-12-29,Materials,average_dollar_volume_20d_sector_neutral,2,
2018-01-31,Materials,average_dollar_volume_20d_sector_neutral,2,
2018-02-28,Materials,average_dollar_volume_20d_sector_neutral,2,
2018-03-29,Materials,average_dollar_volume_20d_sector_neutral,2,
2018-04-30,Materials,average_dollar_volume_20d_sector_neutral,2,
2018-05-31,Materials,average_dollar_volume_20d_sector_neutral,2,
2018-06-29,Materials,average_dollar_volume_20d_sector_neutral,2,
2018-07-31,Materials,average_dollar_volume_20d_sector_neutral,2,
2018-08-31,Materials,average_dollar_volume_20d_sector_neutral,2,
2018-09-28,Materials,average_dollar_volume_20d_sector_neutral,2,
2018-10-31,Materials,average_dollar_volume_20d_sector_neutral,2,
2018-11-30,Materials,average_dollar_volume_20d_sector_neutral,2,
2018-12-31,Materials,average_dollar_volume_20d_sector_neutral,2,
2019-01-31,Materials,average_dollar_volume_20d_sector_neutral,2,
2019-02-28,Materials,average_dollar_volume_20d_sector_neutral,2,
2019-03-29,Materials,average_dollar_volume_20d_sector_neutral,2,
2019-04-30,Materials,average_dollar_volume_20d_sector_neutral,2,
2019-05-31,Materials,average_dollar_volume_20d_sector_neutral,2,
2019-06-28,Materials,average_dollar_volume_20d_sector_neutral,2,
2019-07-31,Materials,average_dollar_volume_20d_sector_neutral,2,
2019-08-30,Materials,average_dollar_volume_20d_sector_neutral,2,
2019-09-30,Materials,average_dollar_volume_20d_sector_neutral,2,
2019-10-31,Materials,average_dollar_volume_20d_sector_neutral,2,
2019-11-29,Materials,average_dollar_volume_20d_sector_neutral,2,
2019-12-31,Materials,average_dollar_volume_20d_sector_neutral,2,
2014-01-31,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2014-02-28,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2014-03-31,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2014-04-30,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2014-05-30,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2014-06-30,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2014-07-31,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2014-08-29,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2014-09-30,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2014-10-31,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2014-11-28,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2014-12-31,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2015-01-30,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2015-02-27,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2015-03-31,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2015-04-30,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2015-05-29,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2015-06-30,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2015-07-31,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2015-08-31,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2015-09-30,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2015-10-30,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2015-11-30,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2015-12-31,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2016-01-29,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2016-02-29,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2016-03-31,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2016-04-29,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2016-05-31,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2016-06-30,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2016-07-29,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2016-08-31,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2016-09-30,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2016-10-31,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2016-11-30,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2016-12-30,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2017-01-31,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2017-02-28,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2017-03-31,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2017-04-28,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2017-05-31,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2017-06-30,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2017-07-31,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2017-08-31,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2017-09-29,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2017-10-31,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2017-11-30,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2017-12-29,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2018-01-31,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2018-02-28,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2018-03-29,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2018-04-30,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2018-05-31,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2018-06-29,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2018-07-31,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2018-08-31,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2018-09-28,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2018-10-31,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2018-11-30,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2018-12-31,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2019-01-31,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2019-02-28,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2019-03-29,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2019-04-30,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2019-05-31,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2019-06-28,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2019-07-31,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2019-08-30,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2019-09-30,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2019-10-31,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2019-11-29,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2019-12-31,Real Estate,average_dollar_volume_20d_sector_neutral,1,
2014-01-31,Utilities,average_dollar_volume_20d_sector_neutral,2,
2014-02-28,Utilities,average_dollar_volume_20d_sector_neutral,2,
2014-03-31,Utilities,average_dollar_volume_20d_sector_neutral,2,
2014-04-30,Utilities,average_dollar_volume_20d_sector_neutral,2,
2014-05-30,Utilities,average_dollar_volume_20d_sector_neutral,2,
2014-06-30,Utilities,average_dollar_volume_20d_sector_neutral,2,
2014-07-31,Utilities,average_dollar_volume_20d_sector_neutral,2,
2014-08-29,Utilities,average_dollar_volume_20d_sector_neutral,2,
2014-09-30,Utilities,average_dollar_volume_20d_sector_neutral,2,
2014-10-31,Utilities,average_dollar_volume_20d_sector_neutral,2,
2014-11-28,Utilities,average_dollar_volume_20d_sector_neutral,2,
2014-12-31,Utilities,average_dollar_volume_20d_sector_neutral,2,
2015-01-30,Utilities,average_dollar_volume_20d_sector_neutral,2,
2015-02-27,Utilities,average_dollar_volume_20d_sector_neutral,2,
2015-03-31,Utilities,average_dollar_volume_20d_sector_neutral,2,
2015-04-30,Utilities,average_dollar_volume_20d_sector_neutral,2,
2015-05-29,Utilities,average_dollar_volume_20d_sector_neutral,2,
2015-06-30,Utilities,average_dollar_volume_20d_sector_neutral,2,
2015-07-31,Utilities,average_dollar_volume_20d_sector_neutral,2,
2015-08-31,Utilities,average_dollar_volume_20d_sector_neutral,2,
2015-09-30,Utilities,average_dollar_volume_20d_sector_neutral,2,
2015-10-30,Utilities,average_dollar_volume_20d_sector_neutral,2,
2015-11-30,Utilities,average_dollar_volume_20d_sector_neutral,2,
2015-12-31,Utilities,average_dollar_volume_20d_sector_neutral,2,
2016-01-29,Utilities,average_dollar_volume_20d_sector_neutral,2,
2016-02-29,Utilities,average_dollar_volume_20d_sector_neutral,2,
2016-03-31,Utilities,average_dollar_volume_20d_sector_neutral,2,
2016-04-29,Utilities,average_dollar_volume_20d_sector_neutral,2,
2016-05-31,Utilities,average_dollar_volume_20d_sector_neutral,2,
2016-06-30,Utilities,average_dollar_volume_20d_sector_neutral,2,
2016-07-29,Utilities,average_dollar_volume_20d_sector_neutral,2,
2016-08-31,Utilities,average_dollar_volume_20d_sector_neutral,2,
2016-09-30,Utilities,average_dollar_volume_20d_sector_neutral,2,
2016-10-31,Utilities,average_dollar_volume_20d_sector_neutral,2,
2016-11-30,Utilities,average_dollar_volume_20d_sector_neutral,2,
2016-12-30,Utilities,average_dollar_volume_20d_sector_neutral,2,
2017-01-31,Utilities,average_dollar_volume_20d_sector_neutral,2,
2017-02-28,Utilities,average_dollar_volume_20d_sector_neutral,2,
2017-03-31,Utilities,average_dollar_volume_20d_sector_neutral,2,
2017-04-28,Utilities,average_dollar_volume_20d_sector_neutral,2,
2017-05-31,Utilities,average_dollar_volume_20d_sector_neutral,2,
2017-06-30,Utilities,average_dollar_volume_20d_sector_neutral,2,
2017-07-31,Utilities,average_dollar_volume_20d_sector_neutral,2,
2017-08-31,Utilities,average_dollar_volume_20d_sector_neutral,2,
2017-09-29,Utilities,average_dollar_volume_20d_sector_neutral,2,
2017-10-31,Utilities,average_dollar_volume_20d_sector_neutral,2,
2017-11-30,Utilities,average_dollar_volume_20d_sector_neutral,2,
2017-12-29,Utilities,average_dollar_volume_20d_sector_neutral,2,
2018-01-31,Utilities,average_dollar_volume_20d_sector_neutral,2,
2018-02-28,Utilities,average_dollar_volume_20d_sector_neutral,2,
2018-03-29,Utilities,average_dollar_volume_20d_sector_neutral,2,
2018-04-30,Utilities,average_dollar_volume_20d_sector_neutral,2,
2018-05-31,Utilities,average_dollar_volume_20d_sector_neutral,2,
2018-06-29,Utilities,average_dollar_volume_20d_sector_neutral,2,
2018-07-31,Utilities,average_dollar_volume_20d_sector_neutral,2,
2018-08-31,Utilities,average_dollar_volume_20d_sector_neutral,2,
2018-09-28,Utilities,average_dollar_volume_20d_sector_neutral,2,
2018-10-31,Utilities,average_dollar_volume_20d_sector_neutral,2,
2018-11-30,Utilities,average_dollar_volume_20d_sector_neutral,2,
2018-12-31,Utilities,average_dollar_volume_20d_sector_neutral,2,
2019-01-31,Utilities,average_dollar_volume_20d_sector_neutral,2,
2019-02-28,Utilities,average_dollar_volume_20d_sector_neutral,2,
2019-03-29,Utilities,average_dollar_volume_20d_sector_neutral,2,
2019-04-30,Utilities,average_dollar_volume_20d_sector_neutral,2,
2019-05-31,Utilities,average_dollar_volume_20d_sector_neutral,2,
2019-06-28,Utilities,average_dollar_volume_20d_sector_neutral,2,
2019-07-31,Utilities,average_dollar_volume_20d_sector_neutral,2,
2019-08-30,Utilities,average_dollar_volume_20d_sector_neutral,2,
2019-09-30,Utilities,average_dollar_volume_20d_sector_neutral,2,
2019-10-31,Utilities,average_dollar_volume_20d_sector_neutral,2,
2019-11-29,Utilities,average_dollar_volume_20d_sector_neutral,2,
2019-12-31,Utilities,average_dollar_volume_20d_sector_neutral,2,
2014-01-31,Communication Services,beta_60d_market_sector_neutral,0,
2014-02-28,Communication Services,beta_60d_market_sector_neutral,0,
2014-03-31,Communication Services,beta_60d_market_sector_neutral,4,1.0
2014-04-30,Communication Services,beta_60d_market_sector_neutral,4,0.39999999999999997
2014-05-30,Communication Services,beta_60d_market_sector_neutral,4,1.0
2014-06-30,Communication Services,beta_60d_market_sector_neutral,4,-0.19999999999999998
2014-07-31,Communication Services,beta_60d_market_sector_neutral,4,0.39999999999999997
2014-08-29,Communication Services,beta_60d_market_sector_neutral,4,0.7999999999999999
2014-09-30,Communication Services,beta_60d_market_sector_neutral,4,-0.19999999999999998
2014-10-31,Communication Services,beta_60d_market_sector_neutral,4,-0.39999999999999997
2014-11-28,Communication Services,beta_60d_market_sector_neutral,4,0.19999999999999998
2014-12-31,Communication Services,beta_60d_market_sector_neutral,4,0.39999999999999997
2015-01-30,Communication Services,beta_60d_market_sector_neutral,4,-0.7999999999999999
2015-02-27,Communication Services,beta_60d_market_sector_neutral,4,-0.39999999999999997
2015-03-31,Communication Services,beta_60d_market_sector_neutral,4,0.39999999999999997
2015-04-30,Communication Services,beta_60d_market_sector_neutral,4,-0.19999999999999998
2015-05-29,Communication Services,beta_60d_market_sector_neutral,4,-0.39999999999999997
2015-06-30,Communication Services,beta_60d_market_sector_neutral,4,0.39999999999999997
2015-07-31,Communication Services,beta_60d_market_sector_neutral,4,1.0
2015-08-31,Communication Services,beta_60d_market_sector_neutral,4,-0.7999999999999999
